target_chembl_id,target_name,uniprot_acc,ensembl_id
CHEMBL3721,Cytochrome P450 2C8,P10632,ENSG00000138115
CHEMBL2888,Metabotropic glutamate receptor 3,Q14832,ENSG00000198822
CHEMBL4589,Glutathione S-transferase Mu 2,P28161,ENSG00000213366
CHEMBL3959,Ribosyldihydronicotinamide dehydrogenase [quinone],P16083,ENSG00000124588
CHEMBL4882,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",P11177,ENSG00000168291
CHEMBL2082,Calcineurin subunit B type 1,P63098,ENSG00000221823
CHEMBL4798,"V-type proton ATPase subunit B, brain isoform",P31408,
CHEMBL3421,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",P54750,ENSG00000115252
CHEMBL2985,Potassium voltage-gated channel subfamily KQT member 2,Q9Z351,
CHEMBL4883,Urokinase plasminogen activator surface receptor,Q03405,ENSG00000011422
CHEMBL1853,Somatostatin receptor type 4,P31391,ENSG00000132671
CHEMBL2327,Substance-K receptor,P21452,ENSG00000075073
CHEMBL3589,Adenosine kinase,P55263,ENSG00000156110
CHEMBL3025,Carbonic anhydrase 6,P23280,ENSG00000131686
CHEMBL4884,Caspase-2,P42575,ENSG00000106144
CHEMBL260,Mitogen-activated protein kinase 14,Q16539,ENSG00000112062
CHEMBL2083,"Fatty acid-binding protein, adipocyte",P15090,ENSG00000170323
CHEMBL4894,Galanin receptor type 1,P47211,ENSG00000166573
CHEMBL4938,"Adenylate kinase 2, mitochondrial",P54819,ENSG00000004455
CHEMBL2084,Asialoglycoprotein receptor 1,P07306,ENSG00000141505
CHEMBL261,Carbonic anhydrase 1,P00915,ENSG00000133742
CHEMBL4939,Carboxypeptidase A2,P48052,ENSG00000158516
CHEMBL2692,Cellular retinoic acid-binding protein 2,P29373,ENSG00000143320
CHEMBL262,Glycogen synthase kinase-3 beta,P49841,ENSG00000082701
CHEMBL4306,Potassium voltage-gated channel subfamily A member 5,P22460,ENSG00000130037
CHEMBL4940,L-lactate dehydrogenase B chain,P07195,ENSG00000111716
CHEMBL2085,Macrophage migration inhibitory factor,P14174,ENSG00000276701
CHEMBL4941,S-methyl-5'-thioadenosine phosphorylase,Q13126,ENSG00000099810
CHEMBL2192,NADH-ubiquinone oxidoreductase B17 subunit,O95139,ENSG00000165264
CHEMBL4942,P2X purinoceptor 5,Q93086,ENSG00000083454
CHEMBL2392,DNA polymerase beta,P06746,ENSG00000070501
CHEMBL2918,cAMP-dependent protein kinase catalytic subunit beta,P22694,ENSG00000142875
CHEMBL4943,Kallikrein-12,Q9UKR0,ENSG00000186474
CHEMBL3155,5-hydroxytryptamine receptor 7,P34969,ENSG00000148680
CHEMBL3143,Coagulation factor VIII,P00451,ENSG00000185010
CHEMBL2450,Coagulation factor III,Q6RCS8,
CHEMBL3517,Chymotrypsin-like elastase family member 1,P00772,
CHEMBL3438,Protein kinase C zeta type,Q05513,ENSG00000067606
CHEMBL4861,Proprotein convertase subtilisin/kexin type 4,Q6UW60,ENSG00000115257
CHEMBL4706,Carbonic anhydrase 2,P27139,
CHEMBL3782,Xaa-Pro aminopeptidase 1,Q9NQW7,ENSG00000108039
CHEMBL4039,Choline O-acetyltransferase,P28329,ENSG00000070748
CHEMBL4707,Matrix metalloproteinase-26,Q9NRE1,ENSG00000167346
CHEMBL2064,Gamma-aminobutyric acid type B receptor subunit 1,Q9UBS5,ENSG00000204681
CHEMBL2452,Aminopeptidase B,O09175,
CHEMBL4827,Neuropeptide Y receptor type 4,Q63447,
CHEMBL2170,cyclic AMP phosphoprotein,Q712U5,
CHEMBL2171,Dual specificity mitogen-activated protein kinase kinase 6,P52564,ENSG00000108984
CHEMBL3776,Caspase-8,Q14790,ENSG00000064012
CHEMBL2361,Thymidylate kinase,P9WKE1,
CHEMBL4615,NH(3)-dependent NAD(+) synthetase,P08164,
CHEMBL2428,"Myosin light chain kinase, smooth muscle",Q15746,ENSG00000065534
CHEMBL2216,Carbonic anhydrase 7,Q9ERQ8,
CHEMBL2423,Glutathione S-transferase theta-1,Q01579,
CHEMBL2429,Spermidine synthase,Q99MI5,
CHEMBL2172,Leukotriene C4 synthase,Q925U2,
CHEMBL2173,Mitochondrial carnitine/acylcarnitine carrier protein,P97521,
CHEMBL2430,Peptidyl-prolyl cis-trans isomerase FKBP1B,P68106,ENSG00000119782
CHEMBL3807,Tyrosine-protein phosphatase non-receptor type 2,P17706,ENSG00000175354
CHEMBL4794,Transient receptor potential cation channel subfamily V member 1,Q8NER1,ENSG00000196689
CHEMBL2426,Casein kinase I isoform gamma-1,Q9HCP0,ENSG00000169118
CHEMBL4142,Fibroblast growth factor receptor 2,P21802,ENSG00000066468
CHEMBL3650,Fibroblast growth factor receptor 1,P11362,ENSG00000077782
CHEMBL4745,Ryanodine receptor 2,E9Q401,
CHEMBL2175,Lactoylglutathione lyase,Q9CPU0,
CHEMBL2176,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,Q8VDP6,
CHEMBL263,Type-1 angiotensin II receptor B,P29089,
CHEMBL3066,Gonadotropin-releasing hormone receptor,P30969,
CHEMBL4824,P2X purinoceptor 3,P49654,
CHEMBL3847,5'-AMP-activated protein kinase subunit beta-1,Q9Y478,ENSG00000111725
CHEMBL4708,Serine/threonine-protein kinase 3,Q13188,ENSG00000104375
CHEMBL2424,Lactoylglutathione lyase,Q04760,ENSG00000124767
CHEMBL2131,Indolethylamine N-methyltransferase,O95050,ENSG00000241644
CHEMBL264,Histamine H3 receptor,Q9Y5N1,ENSG00000101180
CHEMBL3707,Beta-2 adrenergic receptor,P18762,
CHEMBL2132,Mast cell protease 9,O35164,
CHEMBL3287,Interleukin-2 receptor subunit alpha,P01590,
CHEMBL4711,Atrial natriuretic peptide receptor 3,P70180,
CHEMBL2133,Ryanodine receptor 1,E9PZQ0,
CHEMBL2149,Translocator protein,P50637,
CHEMBL5373,Cannabinoid receptor 2,P47936,
CHEMBL4778,Squalene synthase,P53798,
CHEMBL2479,"N-acetyllactosaminide alpha-1,3-galactosyltransferase",P23336,
CHEMBL2480,Proto-oncogene tyrosine-protein kinase LCK,P06240,
CHEMBL3465,Sigma non-opioid intracellular receptor 1,O55242,
CHEMBL3266,Retinoic acid receptor beta,P22605,
CHEMBL3708,Presenilin-2,P49810,ENSG00000143801
CHEMBL265,D(1A) dopamine receptor,P18901,
CHEMBL2151,Transthyretin,P02767,
CHEMBL2483,Cytochrome P450 2D26,P10634,
CHEMBL3709,Growth hormone-releasing hormone receptor,Q02644,
CHEMBL4828,Synaptic vesicular amine transporter,Q01827,
CHEMBL4759,Glucose-6-phosphatase catalytic subunit 1,P43428,
CHEMBL2095,Peptidyl-prolyl cis-trans isomerase FKBP1A,Q62658,
CHEMBL4799,"GTP:AMP phosphotransferase AK3, mitochondrial",P29411,
CHEMBL2388,Cytochrome b-c1 complex subunit 9,Q9UDW1,ENSG00000184076
CHEMBL3222,Delta-type opioid receptor,P32300,
CHEMBL2474,Methionine aminopeptidase 1,P53582,ENSG00000164024
CHEMBL3419,Carboxypeptidase B2,Q96IY4,ENSG00000080618
CHEMBL2389,Adenosylhomocysteinase,P50247,
CHEMBL2390,Glutathione S-transferase alpha-1,P00502,
CHEMBL2391,11-beta-hydroxysteroid dehydrogenase 1,P16232,
CHEMBL3710,Prostaglandin E2 receptor EP3 subtype,P43115,ENSG00000050628
CHEMBL3351,Acetyl-CoA carboxylase 1,Q13085,ENSG00000275176
CHEMBL2335,Lysosomal Pro-X carboxypeptidase,P42785,ENSG00000137509
CHEMBL3775,M-phase inducer phosphatase 1,P30304,ENSG00000164045
CHEMBL2105,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,Q6QHF9,ENSG00000148832
CHEMBL2393,5'-AMP-activated protein kinase subunit gamma-1,P54619,ENSG00000181929
CHEMBL2096,MHC class II,Q6MGC4,
CHEMBL3793,Thioredoxin reductase 3,Q86VQ6,ENSG00000197763
CHEMBL2110,Cytidine deaminase,P56389,
CHEMBL2733,Somatostatin receptor type 5,O08858,
CHEMBL2395,Purine nucleoside phosphorylase,P85973,
CHEMBL4944,Collagenase 3,P23097,
CHEMBL2587,Neuropeptide Y receptor type 1,P21555,
CHEMBL2097,Putative inactive group IIC secretory phospholipase A2,Q5R387,ENSG00000187980
CHEMBL4945,Cellular retinoic acid-binding protein 1,P40220,
CHEMBL4466,Melatonin receptor type 1B,P51050,
CHEMBL3994,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI,Q6GI75,
CHEMBL2363,Dihydrofolate reductase,Q920D2,
CHEMBL4467,Mucosal addressin cell adhesion molecule 1,Q13477,ENSG00000099866
CHEMBL4468,Histamine H4 receptor,Q91ZY1,
CHEMBL3398,Sodium-dependent phosphate transport protein 1,Q62795,
CHEMBL2098,RISC-loading complex subunit TARBP2,Q15633,ENSG00000139546
CHEMBL266,Alpha-2B adrenergic receptor,P19328,
CHEMBL2828,Casein kinase I isoform delta,P48730,ENSG00000141551
CHEMBL4947,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Q8IWW8,ENSG00000147576
CHEMBL4948,Dual specificity mitogen-activated protein kinase kinase 5,Q13163,ENSG00000137764
CHEMBL3409,Glutathione S-transferase A1,P08263,ENSG00000243955
CHEMBL2099,Prostate-specific antigen,P07288,ENSG00000142515
CHEMBL4949,Maleylacetoacetate isomerase,O43708,ENSG00000100577
CHEMBL2100,Glutathione S-transferase Mu 4,Q03013,ENSG00000168765
CHEMBL4072,Cathepsin B,P07858,ENSG00000164733
CHEMBL2475,Cytochrome P450 2D1,P10633,
CHEMBL2101,Granzyme A,Q8CJF4,
CHEMBL4469,Small conductance calcium-activated potassium channel protein 2,Q9H2S1,ENSG00000080709
CHEMBL4121,Calcium/calmodulin-dependent protein kinase type II subunit beta,Q13554,ENSG00000058404
CHEMBL2476,Potassium voltage-gated channel subfamily KQT member 2,O43526,ENSG00000281151
CHEMBL2364,Hepatitis C virus NS4A protein,D2K2A8,
CHEMBL4470,Signal peptidase I,P00803,
CHEMBL2501,B2 bradykinin receptor,P25023,
CHEMBL4471,Prothrombin,P00735,
CHEMBL2102,L-lactate dehydrogenase A chain,P19858,
CHEMBL2502,Prostaglandin E synthase,Q95L14,
CHEMBL4472,Trypsin II,Q29463,
CHEMBL2104,P2X purinoceptor 4,Q99571,ENSG00000135124
CHEMBL2503,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,Q8HXG6,
CHEMBL2504,Glutathione S-transferase Mu 2,P08010,
CHEMBL4805,P2X purinoceptor 7,Q99572,ENSG00000089041
CHEMBL2365,Ryanodine receptor 3,A2AGL3,
CHEMBL2845,Protein phosphatase 1B,O75688,ENSG00000138032
CHEMBL2505,Serine/threonine-protein phosphatase 2A activator,Q15257,ENSG00000119383
CHEMBL3875,Thyrotropin-releasing hormone receptor 2,A6IZR3,
CHEMBL2506,Phosphatidylinositol 3-kinase regulatory subunit alpha,P27986,ENSG00000145675
CHEMBL3595,Glutamate receptor 3,P42263,ENSG00000125675
CHEMBL2106,Fructose-bisphosphate aldolase A,P04075,ENSG00000149925
CHEMBL267,Proto-oncogene tyrosine-protein kinase Src,P12931,ENSG00000291971
CHEMBL4779,Papain,P00784,
CHEMBL4780,Acetylcholinesterase,P04058,
CHEMBL4074,Angiotensin-converting enzyme,P12822,
CHEMBL4781,Muscarinic acetylcholine receptor M2,P06199,
CHEMBL4782,Beta-lactamase,P80298,
CHEMBL3768,Neprilysin,P08049,
CHEMBL3548,Glycylpeptide N-tetradecanoyltransferase,P30418,
CHEMBL3769,Serine protease 1,P00760,
CHEMBL2366,Trypsin,P00761,
CHEMBL5131,Trypanothione reductase,P28593,
CHEMBL2865,Sodium/hydrogen exchanger 1,P23791,
CHEMBL3770,Sodium/hydrogen exchanger 2,P50482,
CHEMBL2367,Peptide deformylase,P68825,
CHEMBL3771,Capsid scaffolding protein,P16753,
CHEMBL3562,Gag-Pol polyprotein,P03355,
CHEMBL3563,Cruzipain,P25779,
CHEMBL2368,D(1) dopamine receptor,P35406,
CHEMBL3564,"DNA polymerase I, thermostable",P19821,
CHEMBL4614,Bifunctional dihydrofolate reductase-thymidylate synthase,P07382,
CHEMBL3963,Bifunctional dihydrofolate reductase-thymidylate synthase,Q27713,
CHEMBL2425,Bifunctional dihydrofolate reductase-thymidylate synthase,Q07422,
CHEMBL2902,Dihydrofolate reductase,P00381,
CHEMBL3565,Dihydrofolate reductase,P04174,
CHEMBL1926,Dihydrofolate reductase,P16184,
CHEMBL3413,Ecdysone receptor,P49880,
CHEMBL3868,Ecdysone receptor,P49881,
CHEMBL2757,rRNA adenine N-6-methyltransferase,P21236,
CHEMBL3840,Ribonucleoside-diphosphate reductase large subunit,P08543,
CHEMBL2798,Cholecystokinin receptor type A,O08786,
CHEMBL3569,Squalene--hopene cyclase,P33247,
CHEMBL3226,Imidazoleglycerol-phosphate dehydratase,P0CO23,
CHEMBL4636,"Proline--tRNA ligase, cytoplasmic",P78600,
CHEMBL1901,Cholecystokinin receptor type A,P32238,ENSG00000163394
CHEMBL2107,C-X-C chemokine receptor type 4,P61073,ENSG00000121966
CHEMBL2108,Cyclin-T1,O60563,ENSG00000129315
CHEMBL4777,Neuropeptide Y receptor type 1,P25929,ENSG00000164128
CHEMBL2754,T-cell surface glycoprotein CD4,P01730,ENSG00000010610
CHEMBL4018,Neuropeptide Y receptor type 2,P49146,ENSG00000185149
CHEMBL2109,Dual specificity mitogen-activated protein kinase kinase 3,P46734,ENSG00000034152
CHEMBL2508,Cyclin-dependent kinase 6,Q00534,ENSG00000105810
CHEMBL4632,Peroxisomal acyl-coenzyme A oxidase 1,P07872,
CHEMBL3570,Neurotensin receptor type 1,O88319,
CHEMBL2514,Neurotensin receptor type 2,O95665,ENSG00000169006
CHEMBL5106,Neurotensin receptor type 2,Q63384,
CHEMBL2516,Extracellular calcium-sensing receptor,P48442,
CHEMBL2111,NADH-ubiquinone oxidoreductase chain 1,P03886,ENSG00000198888
CHEMBL2112,NADH-ubiquinone oxidoreductase chain 2,P03892,
CHEMBL2517,Cathepsin F,Q9UBX1,ENSG00000174080
CHEMBL4071,Cathepsin G,P08311,ENSG00000100448
CHEMBL268,Cathepsin K,P43235,ENSG00000143387
CHEMBL3034,Cathepsin K,O35186,
CHEMBL2113,Procathepsin L,P25975,
CHEMBL3837,Procathepsin L,P07711,ENSG00000135047
CHEMBL3037,Cannabinoid receptor 1,P47746,
CHEMBL3571,Cannabinoid receptor 1,P20272,
CHEMBL2421,Corticosteroid-binding globulin,P08185,ENSG00000170099
CHEMBL2088,Carboxypeptidase A1,P15085,ENSG00000091704
CHEMBL3038,Carboxypeptidase M,P14384,ENSG00000135678
CHEMBL3039,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",O75306,ENSG00000158864
CHEMBL2089,NADH-ubiquinone oxidoreductase 42 kDa subunit,O95299,ENSG00000130414
CHEMBL3040,Cell division control protein 45 homolog,O75419,ENSG00000093009
CHEMBL4478,Voltage-dependent N-type calcium channel subunit alpha-1B,Q00975,ENSG00000148408
CHEMBL2529,Voltage-dependent L-type calcium channel subunit alpha-1C,Q01815,
CHEMBL3762,Voltage-dependent L-type calcium channel subunit alpha-1C,P22002,
CHEMBL4132,Voltage-dependent L-type calcium channel subunit alpha-1D,P27732,
CHEMBL2092,Pyruvate dehydrogenase E1 component alpha subunit somatic form,P08559,ENSG00000131828
CHEMBL3572,Cholesteryl ester transfer protein,P11597,ENSG00000087237
CHEMBL2093,G2/mitotic-specific cyclin-B1,P30277,
CHEMBL2412,G2/mitotic-specific cyclin-B1,P14635,ENSG00000134057
CHEMBL3723,G2/mitotic-specific cyclin B2,O95067,ENSG00000157456
CHEMBL3610,G1/S-specific cyclin-D1,P24385,ENSG00000110092
CHEMBL269,Delta-type opioid receptor,P33533,
CHEMBL3614,Kappa-type opioid receptor,P34975,
CHEMBL3041,Mu-type opioid receptor,P79350,
CHEMBL270,Mu-type opioid receptor,P33535,
CHEMBL3621,Nociceptin receptor,P35377,
CHEMBL2527,Serine/threonine-protein kinase Chk2,O96017,ENSG00000183765
CHEMBL1914,Cholinesterase,P06276,ENSG00000114200
CHEMBL2528,Cholinesterase,Q03311,
CHEMBL2094,P2X purinoceptor 1,P51575,ENSG00000108405
CHEMBL2530,P2X purinoceptor 1,P47824,
CHEMBL2531,P2X purinoceptor 2,Q9UBL9,ENSG00000187848
CHEMBL2495,P2X purinoceptor 5,P51578,
CHEMBL2122,P2X purinoceptor 6,P51579,
CHEMBL2496,P2X purinoceptor 7,Q64663,
CHEMBL2123,P2Y purinoceptor 4,P51582,ENSG00000186912
CHEMBL3911,Leukotriene B4 receptor 1,Q15722,ENSG00000213903
CHEMBL2124,P2Y purinoceptor 4,O35811,
CHEMBL4315,P2Y purinoceptor 1,P47900,ENSG00000169860
CHEMBL2497,P2Y purinoceptor 1,P49651,
CHEMBL2413,C-C chemokine receptor type 1,P32246,ENSG00000163823
CHEMBL3473,C-C chemokine receptor type 3,P51677,ENSG00000183625
CHEMBL3996,Oxytocin receptor,P70536,
CHEMBL2498,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",P32871,
CHEMBL2499,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",P42337,
CHEMBL2086,Potassium voltage-gated channel subfamily A member 2,P16389,ENSG00000177301
CHEMBL4633,Potassium voltage-gated channel subfamily A member 3,P22001,ENSG00000177272
CHEMBL4818,Potassium voltage-gated channel subfamily A member 3,P16390,
CHEMBL2435,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,P62714,ENSG00000104695
CHEMBL4906,Sodium channel protein type 1 subunit alpha,P04774,
CHEMBL3399,Sodium channel protein type 2 subunit alpha,P04775,
CHEMBL4966,Sodium channel protein type 3 subunit alpha,P08104,
CHEMBL4605,Solute carrier family 15 member 1,P46059,ENSG00000088386
CHEMBL2437,Protein phosphatase 1A,P35813,ENSG00000100614
CHEMBL4820,Prostaglandin F2-alpha receptor,P37289,
CHEMBL2152,Gastricsin,P04073,
CHEMBL2438,Eosinophil peroxidase,P11678,ENSG00000121053
CHEMBL2439,Myeloperoxidase,P05164,ENSG00000005381
CHEMBL2440,Myeloperoxidase,P11247,
CHEMBL271,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,P49354,ENSG00000168522
CHEMBL272,Protein farnesyltransferase subunit beta,P49356,ENSG00000257365
CHEMBL2749,Platelet-derived growth factor receptor beta,P05622,
CHEMBL2649,Prostaglandin G/H synthase 1,P22437,
CHEMBL273,5-hydroxytryptamine receptor 1A,P19327,
CHEMBL3459,5-hydroxytryptamine receptor 1B,P28564,
CHEMBL5450,5-hydroxytryptamine receptor 1D,P28565,
CHEMBL2414,C-C chemokine receptor type 4,P51679,ENSG00000183813
CHEMBL274,C-C chemokine receptor type 5,P51681,ENSG00000160791
CHEMBL2441,Platelet-activating factor acetylhydrolase,Q28017,
CHEMBL3816,Cytosolic phospholipase A2,P47712,ENSG00000116711
CHEMBL4425,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Q01064,ENSG00000123360
CHEMBL3474,"Phospholipase A2, membrane associated",P14555,ENSG00000188257
CHEMBL2154,Group IIE secretory phospholipase A2,Q9NZK7,ENSG00000188784
CHEMBL3993,Platelet-activating factor receptor,Q62035,
CHEMBL4127,Platelet-activating factor receptor,P46002,
CHEMBL3475,Plasminogen activator inhibitor 1,P05121,ENSG00000106366
CHEMBL2155,Plasminogen activator inhibitor 1,P20961,
CHEMBL2650,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Q01061,
CHEMBL3477,"cGMP-dependent 3',5'-cyclic phosphodiesterase",P14099,
CHEMBL2652,"cGMP-dependent 3',5'-cyclic phosphodiesterase",O00408,ENSG00000186642
CHEMBL4650,"cGMP-dependent 3',5'-cyclic phosphodiesterase",Q01062,
CHEMBL4964,"3',5'-cyclic-AMP phosphodiesterase 4A",P54748,
CHEMBL275,"3',5'-cyclic-AMP phosphodiesterase 4B",Q07343,ENSG00000184588
CHEMBL3382,"3',5'-cyclic-AMP phosphodiesterase 4B",P14646,
CHEMBL2712,"3',5'-cyclic-AMP phosphodiesterase 4D",P14270,
CHEMBL3478,"cGMP-specific 3',5'-cyclic phosphodiesterase",Q28156,
CHEMBL3479,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'",P16586,
CHEMBL3860,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",O43924,ENSG00000156973
CHEMBL2397,Acetyl-CoA carboxylase 1,P11497,
CHEMBL4829,Acetyl-CoA carboxylase 2,O00763,ENSG00000076555
CHEMBL2534,3-phosphoinositide-dependent protein kinase 1,O15530,ENSG00000140992
CHEMBL2181,Prostaglandin E2 receptor EP1 subtype,P35375,
CHEMBL2488,Prostaglandin E2 receptor EP2 subtype,Q62053,
CHEMBL2489,Prostaglandin E2 receptor EP4 subtype,P32240,
CHEMBL2714,Pepsin A,P00791,
CHEMBL2182,5-hydroxytryptamine receptor 1E,P28566,ENSG00000168830
CHEMBL4646,5-hydroxytryptamine receptor 1F,P30940,
CHEMBL5377,5-hydroxytryptamine receptor 2A,P35363,
CHEMBL2490,5-hydroxytryptamine receptor 2A,P50129,
CHEMBL2183,5-hydroxytryptamine receptor 4,P97288,
CHEMBL4317,5-hydroxytryptamine receptor 4,Q62758,
CHEMBL3426,5-hydroxytryptamine receptor 5A,P47898,ENSG00000157219
CHEMBL3597,5-hydroxytryptamine receptor 5A,P30966,
CHEMBL4655,5-hydroxytryptamine receptor 5A,P35364,
CHEMBL3371,5-hydroxytryptamine receptor 6,P50406,ENSG00000158748
CHEMBL3372,5-hydroxytryptamine receptor 6,P31388,
CHEMBL4972,5-hydroxytryptamine receptor 3A,P23979,
CHEMBL4747,Neuronal acetylcholine receptor subunit alpha-6,P43143,
CHEMBL2492,Neuronal acetylcholine receptor subunit alpha-7,P36544,ENSG00000175344
CHEMBL2184,Neuronal acetylcholine receptor subunit alpha-9,Q9UGM1,ENSG00000174343
CHEMBL2484,Acetylcholine receptor subunit epsilon,Q04844,ENSG00000108556
CHEMBL4961,Acetylcholine receptor subunit epsilon,P09660,
CHEMBL1883,Neuronal acetylcholine receptor subunit beta-2,P17787,ENSG00000160716
CHEMBL3001,Neuronal acetylcholine receptor subunit beta-2,P12390,
CHEMBL2130,Alpha-1D adrenergic receptor,P97714,
CHEMBL276,Muscarinic acetylcholine receptor M1,P08482,
CHEMBL3197,Muscarinic acetylcholine receptor M2,Q9ERZ4,
CHEMBL5105,Muscarinic acetylcholine receptor M3,Q9ERZ3,
CHEMBL2485,Sodium/potassium-transporting ATPase subunit alpha-4,Q64541,
CHEMBL4892,Alpha-1A adrenergic receptor,P18130,
CHEMBL2486,Alpha-1B adrenergic receptor,P97717,
CHEMBL3974,Proteinase-activated receptor 1,P25116,ENSG00000181104
CHEMBL4744,Alpha-2A adrenergic receptor,Q28838,
CHEMBL4075,Alpha-2A adrenergic receptor,Q01338,
CHEMBL2487,Amyloid-beta precursor protein,P05067,ENSG00000142192
CHEMBL2114,Adenosine receptor A1,P49892,
CHEMBL2115,Adenosine receptor A2a,Q60613,
CHEMBL2116,5'-AMP-activated protein kinase catalytic subunit alpha-2,P54646,ENSG00000162409
CHEMBL2117,5'-AMP-activated protein kinase subunit beta-2,O43741,ENSG00000131791
CHEMBL2453,5'-AMP-activated protein kinase subunit gamma-2,Q9UGJ0,ENSG00000106617
CHEMBL2118,Diamine oxidase [copper-containing],P19801,ENSG00000002726
CHEMBL4648,Diamine oxidase [copper-containing],P36633,
CHEMBL3198,Acetylcholinesterase,P21836,
CHEMBL3199,Acetylcholinesterase,P37136,
CHEMBL1882,Neuronal acetylcholine receptor subunit alpha-4,P43681,ENSG00000101204
CHEMBL4813,"Cholesterol side-chain cleavage enzyme, mitochondrial",P00189,
CHEMBL2525,Beta-secretase 2,Q9Y5Z0,ENSG00000182240
CHEMBL2522,Beta-galactosidase,P16278,ENSG00000170266
CHEMBL4814,Beta-glucuronidase,P06760,
CHEMBL4613,B1 bradykinin receptor,P97583,
CHEMBL3200,Sialidase-2,Q9Y3R4,ENSG00000115488
CHEMBL4080,Bombesin receptor subtype-3,P32247,ENSG00000102239
CHEMBL4571,Neuropeptide FF receptor 1,Q9EP86,
CHEMBL3425,Neuropeptide FF receptor 2,Q9EQD2,
CHEMBL3418,Nicastrin,Q92542,ENSG00000162736
CHEMBL3913,Complement C1s subcomponent,P09871,ENSG00000182326
CHEMBL4027,Substance-P receptor,P14600,
CHEMBL4815,Substance-K receptor,P05363,
CHEMBL4572,Muscarinic acetylcholine receptor M4,P32211,
CHEMBL277,Muscarinic acetylcholine receptor M5,P08911,
CHEMBL2523,Disintegrin and metalloproteinase domain-containing protein 17,Q9Z1K9,
CHEMBL3867,All-trans-retinol dehydrogenase [NAD(+)] ADH7,P40394,ENSG00000196344
