target_chembl_id,target_name,uniprot_acc,ensembl_id
CHEMBL5498505,Collagen alpha-1(VII) chain,Q02388,ENSG00000114270
CHEMBL5500281,Growth hormone secretagogue receptor type 1,M3WES4,
CHEMBL5500282,"Peptidoglycan D,D-transpeptidase FtsI",C3TQQ7,
CHEMBL5500283,Solute carrier family 5 member 2,M3VWJ6,
CHEMBL5500284,Cholera enterotoxin subunit B,P01556,
CHEMBL5500285,Hemagglutinin,P03460,
CHEMBL5500286,Neisseria adhesin A,P0DV44,
CHEMBL5500287,Filamentous hemagglutinin,P12255,
CHEMBL5500288,Pertactin autotransporter,P14283,
CHEMBL5500289,Nucleoprotein,P18272,
CHEMBL5500290,Envelope glycoprotein E,Q9J3M8,
CHEMBL5500291,Neisserial heparin binding antigen,Q9JPP1,
CHEMBL5500294,Diphtheria toxoid,,
CHEMBL5500295,Tetanus toxoid,,
CHEMBL5705861,NS3,K4FQI5,
CHEMBL5705862,NS3 protease,A0A0K0TQ28,
CHEMBL5705863,NS3 protease,A0A0B5JFF1,
CHEMBL5705864,NS3 protease,A0A0K0TQ36,
CHEMBL5723573,Methyl-CpG-binding domain protein 4,O95243,ENSG00000129071
CHEMBL5723574,Adenine DNA glycosylase,Q9UIF7,ENSG00000132781
CHEMBL5723575,Endonuclease 8-like 2,Q969S2,ENSG00000154328
CHEMBL5723576,Single-strand selective monofunctional uracil DNA glycosylase,Q53HV7,ENSG00000123415
CHEMBL5723581,Triacylglycerol hydrolase DDHD2,O94830,ENSG00000085788
CHEMBL5724583,Alpha trans-inducing protein,A0A5J6DW59,
CHEMBL5724588,Sodium-dependent neutral amino acid transporter B(0)AT1,Q695T7,ENSG00000174358
CHEMBL5724589,Zinc transporter SLC39A7,Q92504,ENSG00000229802
CHEMBL5724590,Monocarboxylate transporter 8,P36021,ENSG00000147100
CHEMBL5724591,High affinity copper uptake protein 1,O15431,ENSG00000136868
CHEMBL5724592,Protein SLC31A2,O15432,ENSG00000136867
CHEMBL5724593,A disintegrin and metalloproteinase with thrombospondin motifs 7,Q1EHB3,
CHEMBL5724594,A disintegrin and metalloproteinase with thrombospondin motifs 7,Q68SA9,
CHEMBL5724595,Orexigenic neuropeptide QRFP,P83859,ENSG00000188710
CHEMBL5724601,N(6)-adenosine-methyltransferase catalytic subunit METTL3,Q8C3P7,
CHEMBL5724602,Transcription elongation regulator 1,O14776,ENSG00000113649
CHEMBL5724603,General transcription factor 3C polypeptide 4,Q9UKN8,ENSG00000125484
CHEMBL5724604,Tuftelin-interacting protein 11,Q9UBB9,ENSG00000100109
CHEMBL5724605,Tudor-interacting repair regulator protein,Q9BRJ7,ENSG00000168101
CHEMBL5724606,Transmembrane protein 33,P57088,ENSG00000109133
CHEMBL5724607,Splicing factor U2AF 65 kDa subunit,P26368,ENSG00000063244
CHEMBL5724608,WD repeat-containing protein 82,Q6UXN9,ENSG00000164091
CHEMBL5724609,Exportin-5,Q9HAV4,ENSG00000124571
CHEMBL5724610,BUB3-interacting and GLEBS motif-containing protein ZNF207,O43670,ENSG00000010244
CHEMBL5724611,H/ACA ribonucleoprotein complex subunit 2,Q9NX24,ENSG00000145912
CHEMBL5724612,Nucleolar and coiled-body phosphoprotein 1,Q14978,ENSG00000166197
CHEMBL5724613,Non-POU domain-containing octamer-binding protein,Q15233,ENSG00000147140
CHEMBL5724614,Nitric oxide synthase-interacting protein,Q9Y314,ENSG00000142546
CHEMBL5724615,Nardilysin,O43847,ENSG00000078618
CHEMBL5724616,"tRNA (cytosine(34)-C(5))-methyltransferase, mitochondrial",Q9H649,ENSG00000178694
CHEMBL5724617,H/ACA ribonucleoprotein complex non-core subunit NAF1,Q96HR8,ENSG00000145414
CHEMBL5724618,Nuclear autoantigenic sperm protein,P49321,ENSG00000132780
CHEMBL5724619,Neurochondrin,Q9UBB6,ENSG00000020129
CHEMBL5724620,Nck-associated protein 1-like,P55160,ENSG00000123338
CHEMBL5724621,Unconventional myosin-Ig,B0I1T2,ENSG00000136286
CHEMBL5724622,Malignant T-cell-amplified sequence 1,Q9ULC4,ENSG00000232119
CHEMBL5724623,Mediator of RNA polymerase II transcription subunit 12,Q93074,ENSG00000184634
CHEMBL5724624,Mediator of RNA polymerase II transcription subunit 1,Q15648,ENSG00000125686
CHEMBL5724625,Mediator of RNA polymerase II transcription subunit 16,Q9Y2X0,ENSG00000282092
CHEMBL5724626,Msx2-interacting protein,Q96T58,ENSG00000065526
CHEMBL5724627,Myosin regulatory light chain 12A,P19105,ENSG00000101608
CHEMBL5724628,Metastasis-associated protein MTA2,O94776,ENSG00000149480
CHEMBL5724629,Metastasis-associated protein MTA1,Q13330,ENSG00000182979
CHEMBL5724630,Phosphatidylinositol-3-phosphate phosphatase MTMR1,Q13613,ENSG00000063601
CHEMBL5724631,Nucleus accumbens-associated protein 1,Q96RE7,ENSG00000160877
CHEMBL5724632,Microspherule protein 1,Q96EZ8,ENSG00000187778
CHEMBL5724633,Mini-chromosome maintenance complex-binding protein,Q9BTE3,ENSG00000197771
CHEMBL5724634,Ribosomal biogenesis protein LAS1L,Q9Y4W2,ENSG00000001497
CHEMBL5724635,Putative RNA-binding protein Luc7-like 2,Q9Y383,ENSG00000146963
CHEMBL5724636,RNA polymerase-associated protein LEO1,Q8WVC0,ENSG00000166477
CHEMBL5724637,Leucine-rich repeat-containing protein 40,Q9H9A6,ENSG00000066557
CHEMBL5724638,Leucine-rich repeat and WD repeat-containing protein 1,Q9UFC0,ENSG00000161036
CHEMBL5724639,Protein LSM14 homolog A,Q8ND56,ENSG00000257103
CHEMBL5724640,Leucine zipper protein 1,Q86V48,ENSG00000169641
CHEMBL5724641,MAP7 domain-containing protein 3,Q8IWC1,ENSG00000129680
CHEMBL5724642,Microtubule-associated protein 4,P27816,ENSG00000047849
CHEMBL5724643,Matrin-3,P43243,ENSG00000015479
CHEMBL5724644,Eukaryotic translation elongation factor 1 epsilon-1,O43324,ENSG00000124802
CHEMBL5724645,mRNA-capping enzyme,O60942,ENSG00000111880
CHEMBL5724646,Lysine-specific demethylase 6B,Q5NCY0,
CHEMBL5724647,Adenosine 5'-monophosphoramidase HINT2,Q9BX68,ENSG00000137133
CHEMBL5724648,Potassium channel subfamily K member 13,Q8R1P5,
CHEMBL5724649,Protein IWS1 homolog,Q96ST2,ENSG00000163166
CHEMBL5724650,Heterogeneous nuclear ribonucleoprotein L-like,Q8WVV9,ENSG00000143889
CHEMBL5724651,Heterogeneous nuclear ribonucleoprotein L,P14866,ENSG00000282947
CHEMBL5724652,Hornerin,Q86YZ3,ENSG00000197915
CHEMBL5724653,Hsp70-binding protein 1,Q9NZL4,ENSG00000133265
CHEMBL5724654,Importin subunit alpha-5,P52294,ENSG00000114030
CHEMBL5724655,Importin subunit alpha-7,O60684,ENSG00000025800
CHEMBL5724656,INO80 complex subunit C,Q6PI98,ENSG00000153391
CHEMBL5724657,Chromatin-remodeling ATPase INO80,Q9ULG1,ENSG00000128908
CHEMBL5724658,Integrator complex subunit 8,Q75QN2,ENSG00000164941
CHEMBL5724659,Integrator complex subunit 6,Q9UL03,ENSG00000102786
CHEMBL5724660,Integrator complex subunit 9,Q9NV88,ENSG00000104299
CHEMBL5724661,Importin-4,Q8TEX9,ENSG00000196497
CHEMBL5724662,Isochorismatase domain-containing protein 1,Q96CN7,ENSG00000066583
CHEMBL5724663,Heterogeneous nuclear ribonucleoprotein U-like protein 1,Q9BUJ2,ENSG00000105323
CHEMBL5724664,Abasic site processing protein HMCES,Q96FZ2,ENSG00000183624
CHEMBL5724665,Lymphoid-specific helicase,Q9NRZ9,ENSG00000119969
CHEMBL5724666,Host cell factor 1,P51610,ENSG00000172534
CHEMBL5724667,Histone H3.3,P84243,ENSG00000132475
CHEMBL5724668,Histone H2A.Z,P0C0S5,ENSG00000164032
CHEMBL5724669,Histone H2A type 1-D,P20671,ENSG00000196866
CHEMBL5724670,Histone H2B type 1-A,Q96A08,ENSG00000146047
CHEMBL5724671,Histone H1.2,P16403,ENSG00000187837
CHEMBL5724672,Hepatoma-derived growth factor-related protein 3,Q9Y3E1,ENSG00000166503
CHEMBL5724673,HIRA-interacting protein 3,Q9BW71,ENSG00000149929
CHEMBL5724674,"Solute carrier family 2, facilitated glucose transporter member 1",P17809,
CHEMBL5724675,Protein HIRA,P54198,ENSG00000100084
CHEMBL5724676,Histone H2A type 2-B,Q8IUE6,ENSG00000184270
CHEMBL5724677,Hepatoma-derived growth factor,P51858,ENSG00000143321
CHEMBL5724678,High mobility group protein HMG-I/HMG-Y,P17096,ENSG00000137309
CHEMBL5724679,RNA-binding protein FUS,P35637,ENSG00000089280
CHEMBL5724680,Fructosamine-3-kinase,Q9H479,ENSG00000167363
CHEMBL5724681,Formin-like protein 1,O95466,ENSG00000184922
CHEMBL5724682,Protein FRG1,Q14331,ENSG00000283630
CHEMBL5724683,Gamma-tubulin complex component 3,Q96CW5,ENSG00000126216
CHEMBL5724684,Gamma-tubulin complex component 2,Q9BSJ2,ENSG00000130640
CHEMBL5724685,Filaggrin-2,Q5D862,ENSG00000143520
CHEMBL5724686,Pre-mRNA 3'-end-processing factor FIP1,Q6UN15,ENSG00000145216
CHEMBL5724687,F-box only protein 22,Q8NEZ5,ENSG00000167196
CHEMBL5724688,Gem-associated protein 5,Q8TEQ6,ENSG00000082516
CHEMBL5724689,Histone-lysine N-methyltransferase EZH2,Q61188,
CHEMBL5724690,Guanine nucleotide-binding protein subunit beta-like protein 1,Q9BYB4,ENSG00000185838
CHEMBL5724691,Probable G-protein coupled receptor 132,Q9Z282,
CHEMBL5724692,Glutamate-rich WD repeat-containing protein 1,Q9BQ67,ENSG00000105447
CHEMBL5724693,General transcription factor II-I,P78347,ENSG00000263001
CHEMBL5724694,Dachshund homolog 1,Q9UI36,ENSG00000276644
CHEMBL5724695,DNA excision repair protein ERCC-6-like,Q2NKX8,ENSG00000186871
CHEMBL5724732,Nuclear protein AMMECR1,Q9Y4X0,ENSG00000101935
CHEMBL5724733,Protein arginine N-methyltransferase 5,Q8CIG8,
CHEMBL5724734,AF4/FMR2 family member 4,Q9UHB7,ENSG00000072364
CHEMBL5724735,AF4/FMR2 family member 2,P51816,ENSG00000155966
CHEMBL5724736,AF4/FMR2 family member 1,P51825,ENSG00000172493
CHEMBL5724737,Alpha-actinin-4,O43707,ENSG00000282844
CHEMBL5724738,Actin-like protein 8,Q9H568,ENSG00000117148
CHEMBL5724740,Actin-like protein 6A,O96019,ENSG00000136518
CHEMBL5724741,Apoptotic chromatin condensation inducer in the nucleus,Q9UKV3,ENSG00000100813
CHEMBL5724742,ATP-binding cassette sub-family F member 1,Q8NE71,ENSG00000236342
CHEMBL5724743,DNA dC->dU-editing enzyme APOBEC-3C,Q9NRW3,ENSG00000244509
CHEMBL5724744,Aladin,Q9NRG9,ENSG00000291836
CHEMBL5724745,6-phosphogluconolactonase,O95336,ENSG00000130313
CHEMBL5724746,eIF5-mimic protein 2,Q7L1Q6,ENSG00000082153
CHEMBL5724747,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,P30153,ENSG00000105568
CHEMBL5724748,Bcl-2-associated transcription factor 1,Q9NYF8,ENSG00000029363
CHEMBL5724749,Cilia- and flagella-associated protein 20,Q9Y6A4,ENSG00000070761
CHEMBL5724750,AP-5 complex subunit zeta-1,O43299,ENSG00000242802
CHEMBL5724751,AP-1 complex subunit mu-1,Q9BXS5,ENSG00000072958
CHEMBL5724752,BolA-like protein 2,Q9H3K6,ENSG00000183336
CHEMBL5724753,Chromatin assembly factor 1 subunit B,Q13112,ENSG00000159259
CHEMBL5724754,Actin-related protein 2/3 complex subunit 4,P59998,ENSG00000241553
CHEMBL5724755,Biogenesis of lysosome-related organelles complex 1 subunit 5,Q8TDH9,ENSG00000188428
CHEMBL5724756,Annexin A1,P04083,ENSG00000135046
CHEMBL5724757,Arginine and glutamate-rich protein 1,Q9NWB6,ENSG00000134884
CHEMBL5724758,Cleavage and polyadenylation specificity factor subunit 7,Q8N684,ENSG00000149532
CHEMBL5724759,RNA polymerase-associated protein CTR9 homolog,Q6PD62,ENSG00000198730
CHEMBL5724760,Probable ATP-dependent RNA helicase DDX41,Q9UJV9,ENSG00000183258
CHEMBL5724761,COP9 signalosome complex subunit 4,Q9BT78,ENSG00000138663
CHEMBL5724762,Cytoplasmic FMR1-interacting protein 1,Q7L576,ENSG00000280618
CHEMBL5724763,Condensin-2 complex subunit D3,P42695,ENSG00000151503
CHEMBL5724764,Coatomer subunit gamma-1,Q9Y678,ENSG00000181789
CHEMBL5724765,CLIP-associating protein 1,Q7Z460,ENSG00000074054
CHEMBL5724766,Chromodomain-helicase-DNA-binding protein 1-like,Q86WJ1,ENSG00000131778
CHEMBL5724767,Coilin,P38432,ENSG00000121058
CHEMBL5724768,Chitinase-3-like protein 1,P36222,ENSG00000133048
CHEMBL5724769,Mitotic checkpoint protein BUB3,O43684,ENSG00000154473
CHEMBL5724770,Biorientation of chromosomes in cell division protein 1-like 1,Q8NFC6,ENSG00000038219
CHEMBL5724771,BRD4-interacting chromatin-remodeling complex-associated protein,Q9NZM4,ENSG00000063169
CHEMBL5724772,E3 ubiquitin-protein ligase CBL-C,Q9ULV8,ENSG00000142273
CHEMBL5724773,Death domain-associated protein 6,Q9UER7,ENSG00000206279
CHEMBL5724774,CGG triplet repeat-binding protein 1,Q9UFW8,ENSG00000163320
CHEMBL5724775,Density-regulated protein,O43583,ENSG00000139726
CHEMBL5724776,Spliceosome-associated protein CWC27 homolog,Q6UX04,ENSG00000153015
CHEMBL5724777,Cytospin-A,Q69YQ0,ENSG00000100014
CHEMBL5724778,Pre-mRNA-splicing factor CWC22 homolog,Q9HCG8,ENSG00000163510
CHEMBL5724779,Cleavage and polyadenylation specificity factor subunit 3,Q9UKF6,ENSG00000119203
CHEMBL5724780,Cleavage and polyadenylation specificity factor subunit 5,O43809,ENSG00000167005
CHEMBL5724781,Cleavage and polyadenylation specificity factor subunit 1,Q10570,ENSG00000285049
CHEMBL5724782,Cell division cycle-associated protein 2,Q69YH5,ENSG00000184661
CHEMBL5724783,Chromodomain-helicase-DNA-binding protein 9,Q3L8U1,ENSG00000177200
CHEMBL5724784,Chromosome alignment-maintaining phosphoprotein 1,Q96JM3,ENSG00000198824
CHEMBL5724785,Charged multivesicular body protein 1a,Q9HD42,ENSG00000131165
CHEMBL5724786,Cyclin-dependent kinase-like 2,Q5XIT0,
CHEMBL5724787,Parafibromin,Q6P1J9,ENSG00000134371
CHEMBL5724788,Calcium homeostasis endoplasmic reticulum protein,Q8IWX8,ENSG00000085872
CHEMBL5724789,A disintegrin and metalloproteinase with thrombospondin motifs 7,Q9UKP4,ENSG00000136378
CHEMBL5724790,BEN domain-containing protein 3,Q5T5X7,ENSG00000178409
CHEMBL5724791,Bax inhibitor 1,P55061,ENSG00000139644
CHEMBL5724792,AP-3 complex subunit beta-1,O00203,ENSG00000132842
CHEMBL5724794,Caldesmon,Q05682,ENSG00000122786
CHEMBL5724795,CD59 glycoprotein,P13987,ENSG00000085063
CHEMBL5724805,DnaJ homolog subfamily C member 9,Q8WXX5,ENSG00000213551
CHEMBL5724907,DnaJ homolog subfamily C member 7,Q99615,ENSG00000168259
CHEMBL5724908,DNA methyltransferase 1-associated protein 1,Q9NPF5,ENSG00000178028
CHEMBL5724909,D-dopachrome decarboxylase,P30046,ENSG00000275003
CHEMBL5724910,Desmocollin-1,Q08554,ENSG00000134765
CHEMBL5724911,EF-hand domain-containing protein D2,Q96C19,ENSG00000142634
CHEMBL5724912,H/ACA ribonucleoprotein complex subunit DKC1,O60832,ENSG00000130826
CHEMBL5724913,Cytoplasmic dynein 1 heavy chain 1,Q14204,ENSG00000197102
CHEMBL5725004,RNA polymerase II elongation factor ELL,P55199,ENSG00000105656
CHEMBL5725005,Destrin,P60981,ENSG00000125868
CHEMBL5725006,Eukaryotic translation initiation factor 3 subunit M,Q7L2H7,ENSG00000149100
CHEMBL5725010,Eukaryotic translation initiation factor 3 subunit A,Q14152,ENSG00000107581
CHEMBL5725012,Actin-related protein 5,Q9H9F9,ENSG00000101442
CHEMBL5725016,AT-rich interactive domain-containing protein 2,Q68CP9,ENSG00000189079
CHEMBL5725017,Protein Aster-A,Q96CP6,ENSG00000089351
CHEMBL5725018,Rho guanine nucleotide exchange factor 2,Q92974,ENSG00000116584
CHEMBL5725019,Rho guanine nucleotide exchange factor 6,Q15052,ENSG00000129675
CHEMBL5725020,Actin-related protein 8,Q9H981,ENSG00000113812
CHEMBL5725021,BAG family molecular chaperone regulator 2,O95816,ENSG00000112208
CHEMBL5725022,ADP-ribosylation factor-like protein 1,P40616,ENSG00000120805
CHEMBL5725023,Ataxin-10,Q9UBB4,ENSG00000130638
CHEMBL5725024,RNA-directed RNA polymerase L,P37800,
CHEMBL5725025,Transcriptional repressor p66-alpha,Q86YP4,ENSG00000167491
CHEMBL5725026,Lamin-B1,P20700,ENSG00000113368
CHEMBL5725027,LIM domain and actin-binding protein 1,Q9UHB6,ENSG00000050405
CHEMBL5725028,Small nuclear ribonucleoprotein E,P62304,ENSG00000182004
CHEMBL5725029,DNA-binding protein SATB2,Q9UPW6,ENSG00000119042
CHEMBL5725030,Sin3 histone deacetylase corepressor complex component SDS3,Q9H7L9,ENSG00000111707
CHEMBL5725031,Small ribosomal subunit protein RACK1,P63244,ENSG00000204628
CHEMBL5725032,U1 small nuclear ribonucleoprotein 70 kDa,P08621,ENSG00000104852
CHEMBL5725033,Signal peptidase complex catalytic subunit SEC11A,P67812,ENSG00000140612
CHEMBL5725034,Small nuclear ribonucleoprotein Sm D3,P62318,ENSG00000100028
CHEMBL5725035,Serine/arginine-rich splicing factor 2,Q01130,ENSG00000161547
CHEMBL5725036,Voltage-gated monoatomic cation channel TMEM109,Q9BVC6,ENSG00000110108
CHEMBL5725037,Zinc finger C3HC-type protein 1,Q86WB0,ENSG00000091732
CHEMBL5725038,116 kDa U5 small nuclear ribonucleoprotein component,Q15029,ENSG00000108883
CHEMBL5725039,Zinc finger X-chromosomal protein,P17010,ENSG00000005889
CHEMBL5725040,Ubiquitin/ISG15-conjugating enzyme E2 L6,O14933,ENSG00000156587
CHEMBL5725041,Zinc finger CCCH domain-containing protein 18,Q86VM9,ENSG00000158545
CHEMBL5725042,Putative E3 ubiquitin-protein ligase UBR7,Q8N806,ENSG00000012963
CHEMBL5725043,UDP-glucose:glycoprotein glucosyltransferase 1,Q9NYU2,ENSG00000136731
CHEMBL5725044,Wings apart-like protein homolog,Q7Z5K2,ENSG00000062650
CHEMBL5725045,Ubiquitin-associated and SH3 domain-containing protein B,Q8TF42,ENSG00000154127
CHEMBL5725046,Zinc finger protein 618,Q5T7W0,ENSG00000157657
CHEMBL5725047,Nucleolar transcription factor 1,P17480,ENSG00000108312
CHEMBL5725048,Exportin-2,P55060,ENSG00000124207
CHEMBL5725049,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,Q12824,ENSG00000099956
CHEMBL5725050,Small subunit processome component 20 homolog,O75691,ENSG00000120800
CHEMBL5725051,Zinc finger BED domain-containing protein 4,O75132,ENSG00000100426
CHEMBL5725052,pre-mRNA 3' end processing protein WDR33,Q9C0J8,ENSG00000136709
CHEMBL5725053,Zinc finger Ran-binding domain-containing protein 2,O95218,ENSG00000132485
CHEMBL5725054,tRNA (34-2'-O)-methyltransferase regulator WDR6,Q9NNW5,ENSG00000178252
CHEMBL5725055,WD repeat-containing protein 3,Q9UNX4,ENSG00000065183
CHEMBL5725056,Treacle protein,Q13428,ENSG00000070814
CHEMBL5725057,WW domain-binding protein 2,Q969T9,ENSG00000132471
CHEMBL5725058,"Spectrin alpha chain, non-erythrocytic 1",Q13813,ENSG00000197694
CHEMBL5725059,WD repeat-containing protein 26,Q9H7D7,ENSG00000162923
CHEMBL5725060,Transformer-2 protein homolog beta,P62995,ENSG00000136527
CHEMBL5725061,Nucleoprotein TPR,P12270,ENSG00000047410
CHEMBL5725062,Translin,Q15631,ENSG00000211460
CHEMBL5725063,Activated RNA polymerase II transcriptional coactivator p15,P53999,ENSG00000113387
CHEMBL5725064,Splicing factor U2AF 35 kDa subunit,Q01081,ENSG00000160201
CHEMBL5725065,Target of EGR1 protein 1,Q96GM8,ENSG00000132773
CHEMBL5725067,Zinc finger protein RFP,P14373,ENSG00000233948
CHEMBL5725068,E3 ubiquitin/ISG15 ligase TRIM25,Q14258,ENSG00000121060
CHEMBL5725069,WD40 repeat-containing protein SMU1,Q2TAY7,ENSG00000122692
CHEMBL5725070,Transportin-1,Q92973,ENSG00000083312
CHEMBL5725071,General transcription factor 3C polypeptide 1,Q12789,ENSG00000077235
CHEMBL5725072,Phenylalanine--tRNA ligase alpha subunit,Q9Y285,ENSG00000179115
CHEMBL5725073,T-complex protein 1 subunit beta,P78371,ENSG00000166226
CHEMBL5725074,Very-long-chain enoyl-CoA reductase,Q9NZ01,ENSG00000099797
CHEMBL5725075,Serine/arginine repetitive matrix protein 1,Q8IYB3,ENSG00000133226
CHEMBL5725076,T-complex protein 1 subunit eta,Q99832,ENSG00000135624
CHEMBL5725077,T-complex protein 1 subunit delta,P50991,ENSG00000115484
CHEMBL5725078,Transcription initiation factor TFIID subunit 9,Q16594,ENSG00000273841
CHEMBL5725079,General transcription factor IIF subunit 2,P13984,ENSG00000188342
CHEMBL5725080,TATA box-binding protein-associated factor RNA polymerase I subunit B,Q53T94,ENSG00000115750
CHEMBL5725081,Signal recognition particle 14 kDa protein,P37108,ENSG00000140319
CHEMBL5725082,STING ER exit protein,Q9H5V9,ENSG00000018610
CHEMBL5725083,Surfeit locus protein 4,O15260,ENSG00000148248
CHEMBL5725084,Signal recognition particle 9 kDa protein,P49458,ENSG00000143742
CHEMBL5725085,Serpin B8,P50452,ENSG00000166401
CHEMBL5725086,FACT complex subunit SSRP1,Q08945,ENSG00000149136
CHEMBL5725087,U2 snRNP-associated SURP motif-containing protein,O15042,ENSG00000163714
CHEMBL5725088,Protein SON,P18583,ENSG00000159140
CHEMBL5725089,"Spectrin beta chain, non-erythrocytic 1",Q01082,ENSG00000115306
CHEMBL5725090,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,Q96GM5,ENSG00000066117
CHEMBL5725091,Protein-lysine N-trimethyltransferase SMYD5,Q6GMV2,ENSG00000135632
CHEMBL5725092,Structural maintenance of chromosomes protein 4,Q9NTJ3,ENSG00000113810
CHEMBL5725093,Serpin B12,Q96P63,ENSG00000166634
CHEMBL5725094,Serpin B10,P48595,ENSG00000242550
CHEMBL5725095,Schlafen family member 11,Q7Z7L1,ENSG00000172716
CHEMBL5725096,SNW domain-containing protein 1,Q13573,ENSG00000100603
CHEMBL5725097,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,A6NHR9,ENSG00000101596
CHEMBL5725098,U1 small nuclear ribonucleoprotein A,P09012,ENSG00000077312
CHEMBL5725099,SWI/SNF complex subunit SMARCC2,Q8TAQ2,ENSG00000139613
CHEMBL5725100,snRNA-activating protein complex subunit 4,Q5SXM2,ENSG00000165684
CHEMBL5725101,Superkiller complex protein 8,Q9GZS3,ENSG00000140395
CHEMBL5725102,"Lamina-associated polypeptide 2, isoform alpha",P42166,ENSG00000120802
CHEMBL5725103,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Q969G3,ENSG00000073584
CHEMBL5725104,SWI/SNF complex subunit SMARCC1,Q92922,ENSG00000173473
CHEMBL5725105,Small nuclear ribonucleoprotein Sm D2,P62316,ENSG00000125743
CHEMBL5725106,Histone-lysine N-methyltransferase SETD7,Q8VHL1,
CHEMBL5725107,Histone deacetylase complex subunit SAP18,O00422,ENSG00000150459
CHEMBL5725108,Splicing factor 3A subunit 1,Q15459,ENSG00000099995
CHEMBL5725109,Mothers against decapentaplegic homolog 4,Q13485,ENSG00000141646
CHEMBL5725110,Structural maintenance of chromosomes protein 3,Q9UQE7,ENSG00000108055
CHEMBL5725111,"NAD-dependent protein lipoamidase sirtuin-4, mitochondrial",Q8R216,
CHEMBL5725112,Replication termination factor 2,Q9BY42,ENSG00000022277
CHEMBL5725113,Protein transport protein Sec61 subunit alpha isoform 1,P61619,ENSG00000058262
CHEMBL5725114,"Splicing factor, proline- and glutamine-rich",P23246,ENSG00000116560
CHEMBL5725115,Splicing factor 1,Q15637,ENSG00000168066
CHEMBL5725116,Desmoglein-1,Q02413,ENSG00000134760
CHEMBL5725117,DnaJ homolog subfamily C member 10,Q8IXB1,ENSG00000077232
CHEMBL5725118,"Dynein light chain 1, cytoplasmic",P63167,ENSG00000088986
CHEMBL5725120,Translation initiation factor eIF2B subunit epsilon,Q13144,ENSG00000145191
CHEMBL5725121,Eukaryotic translation initiation factor 3 subunit L,Q9Y262,ENSG00000100129
CHEMBL5725122,Eukaryotic translation initiation factor 3 subunit E,P60228,ENSG00000104408
CHEMBL5725123,Eukaryotic translation initiation factor 3 subunit C,Q99613,ENSG00000184110
CHEMBL5725124,Transcription and mRNA export factor ENY2,Q9NPA8,ENSG00000120533
CHEMBL5725125,U2 small nuclear ribonucleoprotein B'',P08579,ENSG00000125870
CHEMBL5725126,Exosome complex component RRP41,Q9NPD3,ENSG00000178896
CHEMBL5725127,SAP30-binding protein,Q9UHR5,ENSG00000161526
CHEMBL5725128,Protein S100-A8,P05109,ENSG00000143546
CHEMBL5725129,Regulation of nuclear pre-mRNA domain-containing protein 2,Q5VT52,ENSG00000163125
CHEMBL5725130,Small nuclear ribonucleoprotein-associated proteins B and B',P14678,ENSG00000125835
CHEMBL5725131,RNA polymerase-associated protein RTF1 homolog,Q92541,ENSG00000137815
CHEMBL5725132,Nuclear pore membrane glycoprotein 210,Q8TEM1,ENSG00000132182
CHEMBL5725133,Replication factor C subunit 1,P35251,ENSG00000035928
CHEMBL5725134,DNA-directed RNA polymerases I and III subunit RPAC1,O15160,ENSG00000171453
CHEMBL5725135,Rhox homeobox family member 2,Q9BQY4,ENSG00000131721
CHEMBL5725136,Double-stranded RNA-specific editase 1,P78563,ENSG00000197381
CHEMBL5725137,Ribose-5-phosphate isomerase,P49247,ENSG00000153574
CHEMBL5725138,Arginine/serine-rich protein PNISR,Q8TF01,ENSG00000132424
CHEMBL5725139,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,P04844,ENSG00000291973
CHEMBL5725140,Telomere-associated protein RIF1,Q5UIP0,ENSG00000080345
CHEMBL5725141,Replication factor C subunit 2,P35250,ENSG00000049541
CHEMBL5725142,Protein RCC2,Q9P258,ENSG00000281540
CHEMBL5725143,DNA-directed RNA polymerase I subunit RPA49,Q9GZS1,ENSG00000137054
CHEMBL5725144,Replication factor C subunit 3,P40938,ENSG00000133119
CHEMBL5725145,Replication factor C subunit 4,P35249,ENSG00000163918
CHEMBL5725146,Pinin,Q9H307,ENSG00000100941
CHEMBL5725147,"RNA-binding motif protein, X chromosome",P38159,ENSG00000147274
CHEMBL5725148,Kinesin-like protein KIF2A,O00139,ENSG00000068796
CHEMBL5725149,U4/U6 small nuclear ribonucleoprotein Prp3,O43395,ENSG00000117360
CHEMBL5725150,RNA-binding protein 25,P49756,ENSG00000119707
CHEMBL5725151,"Pyruvate carboxylase, mitochondrial",P11498,ENSG00000173599
CHEMBL5725152,Pre-mRNA-splicing factor RBM22,Q9NW64,ENSG00000086589
CHEMBL5725153,Peptidyl-prolyl cis-trans isomerase-like 4,Q8WUA2,ENSG00000131013
CHEMBL5725154,Pre-mRNA-processing factor 40 homolog A,O75400,ENSG00000196504
CHEMBL5725155,DNA repair protein RAD50,Q92878,ENSG00000113522
CHEMBL5725156,Pseudouridylate synthase 1 homolog,Q9Y606,ENSG00000177192
CHEMBL5725157,E3 ubiquitin-protein ligase RAD18,Q9NS91,ENSG00000070950
