efo_id_norm,ot_therapeutic_area,ot_ta_raw
MONDO_0007113,Rare Disease,"nervous system disease|genetic, familial or congenital disease"
MONDO_0009131,Rare Disease,"nervous system disease|genetic, familial or congenital disease"
MONDO_0018910,Rare Disease,"integumentary system disease|genetic, familial or congenital disease|nutritional or metabolic disease|phenotype"
MONDO_0043209,Rare Disease,"integumentary system disease|phenotype|nutritional or metabolic disease|genetic, familial or congenital disease"
EFO_0002970,Other,musculoskeletal or connective tissue disease
EFO_0004269,CVRM,cardiovascular disease
EFO_0005306,CVRM,cardiovascular disease
EFO_0007507,CVRM,nervous system disease|cardiovascular disease
EFO_0009952,CVRM,cardiovascular disease|phenotype
EFO_1000850,Other,gastrointestinal disease
EFO_1001866,Other,gastrointestinal disease|phenotype
EFO_1001909,Other,musculoskeletal or connective tissue disease|phenotype
HP_0002307,Other,phenotype
HP_0025267,Other,phenotype
MONDO_0000396,Other,nervous system disease
MONDO_0002507,Other,gastrointestinal disease|musculoskeletal or connective tissue disease
HP_0004398,Other,phenotype
MONDO_0000386,CVRM,gastrointestinal disease|endocrine system disease|cancer or benign tumor
MONDO_0017611,CVRM,endocrine system disease|reproductive system or breast disease|cancer or benign tumor|nervous system disease|musculoskeletal or connective tissue disease
MONDO_0002474,Rare Disease,"nutritional or metabolic disease|genetic, familial or congenital disease"
EFO_0004211,Other,nutritional or metabolic disease
EFO_1001348,Other,infectious disease|reproductive system or breast disease
EFO_1001865,Respiratory,infectious disease|respiratory or thoracic disease|phenotype
HP_0001662,Other,phenotype
HP_0100832,Other,phenotype
EFO_1000869,Other,urinary system disease
EFO_0003958,Other,"integumentary system disease|injury, poisoning or other complication"
EFO_0009516,Other,"injury, poisoning or other complication"
HP_0000618,Other,phenotype
HP_0430034,CVRM,cardiovascular disease|phenotype
MONDO_0004933,CVRM,"cardiovascular disease|genetic, familial or congenital disease"
EFO_0007949,CVRM,endocrine system disease|gastrointestinal disease|phenotype
MONDO_0012756,Rare Disease,"genetic, familial or congenital disease"
MONDO_0024574,Other,hematologic disease
EFO_0000731,Rare Disease,"musculoskeletal or connective tissue disease|genetic, familial or congenital disease|cancer or benign tumor|reproductive system or breast disease"
EFO_0008509,Oncology,integumentary system disease|reproductive system or breast disease|cancer or benign tumor
EFO_1001974,Oncology,cancer or benign tumor|musculoskeletal or connective tissue disease|infectious disease|reproductive system or breast disease
MONDO_0004658,Oncology,cancer or benign tumor|integumentary system disease|reproductive system or breast disease
EFO_0002431,Oncology,nervous system disease|cancer or benign tumor
HP_0003202,Other,phenotype
EFO_0005252,CVRM,cardiovascular disease
EFO_1001373,Other,"injury, poisoning or other complication"
EFO_0003099,CVRM,endocrine system disease
EFO_0009200,Respiratory,respiratory or thoracic disease|cardiovascular disease|phenotype
EFO_1000824,Respiratory,respiratory or thoracic disease|pregnancy or perinatal disease
EFO_1000954,Other,reproductive system or breast disease
EFO_1001827,Other,psychiatric disorder|nervous system disease
EFO_1001893,Other,integumentary system disease
EFO_0004911,Rare Disease,"nutritional or metabolic disease|phenotype|genetic, familial or congenital disease"
MONDO_0021187,Other,nutritional or metabolic disease|phenotype
Orphanet_411,CVRM,"endocrine system disease|nutritional or metabolic disease|genetic, familial or congenital disease"
EFO_0006544,Oncology,urinary system disease|cancer or benign tumor
MONDO_0002177,CVRM,endocrine system disease|nutritional or metabolic disease
MONDO_0018997,CVRM,"cardiovascular disease|genetic, familial or congenital disease|hematologic disease|integumentary system disease|immune system disease|musculoskeletal or connective tissue disease|phenotype"
MONDO_0024686,Oncology,musculoskeletal or connective tissue disease|cancer or benign tumor
EFO_0003940,Other,biological_process
EFO_0004285,Other,phenotype
MONDO_0001999,Respiratory,respiratory or thoracic disease|cardiovascular disease|phenotype
MONDO_0002413,Rare Disease,"nutritional or metabolic disease|genetic, familial or congenital disease"
MONDO_0009067,Rare Disease,"urinary system disease|genetic, familial or congenital disease|nutritional or metabolic disease"
MONDO_0009287,Rare Disease,"nutritional or metabolic disease|genetic, familial or congenital disease"
MONDO_0009288,Immunology,"hematologic disease|immune system disease|nutritional or metabolic disease|genetic, familial or congenital disease"
MONDO_0010526,Rare Disease,"genetic, familial or congenital disease|nutritional or metabolic disease"
Orphanet_364,Rare Disease,"urinary system disease|genetic, familial or congenital disease|nutritional or metabolic disease|gastrointestinal disease"
EFO_0008549,Oncology,cancer or benign tumor
EFO_0008620,Rare Disease,"genetic, familial or congenital disease|urinary system disease"
MONDO_0002207,Oncology,cancer or benign tumor|reproductive system or breast disease
MONDO_0009889,Rare Disease,"genetic, familial or congenital disease|urinary system disease"
EFO_0006790,Rare Disease,"psychiatric disorder|nervous system disease|genetic, familial or congenital disease|nutritional or metabolic disease|cardiovascular disease"
HP_0002015,Other,phenotype
EFO_1000747,Immunology,"immune system disease|integumentary system disease|genetic, familial or congenital disease"
MONDO_0015798,Oncology,cancer or benign tumor
EFO_0000538,CVRM,cardiovascular disease|musculoskeletal or connective tissue disease
EFO_0007148,CVRM,cardiovascular disease
EFO_0001061,Oncology,cancer or benign tumor|reproductive system or breast disease
EFO_0003846,Oncology,urinary system disease|cancer or benign tumor
EFO_0004198,Oncology,integumentary system disease|cancer or benign tumor
EFO_0004288,Oncology,gastrointestinal disease|cancer or benign tumor
EFO_0005288,Respiratory,respiratory or thoracic disease|cancer or benign tumor
EFO_0009430,Other,nervous system disease|phenotype
EFO_0020003,Other,biological_process
EFO_1000852,Rare Disease,"genetic, familial or congenital disease"
MONDO_0001409,Other,gastrointestinal disease|phenotype
MONDO_0002038,Oncology,cancer or benign tumor
MONDO_0002914,Oncology,cancer or benign tumor|nervous system disease
MONDO_0021327,Oncology,urinary system disease|cancer or benign tumor
MONDO_0009031,Rare Disease,"genetic, familial or congenital disease|phenotype|musculoskeletal or connective tissue disease"
MONDO_0018150,Rare Disease,"disorder of visual system|genetic, familial or congenital disease|nutritional or metabolic disease"
MONDO_0019064,Rare Disease,"nervous system disease|genetic, familial or congenital disease|phenotype"
EFO_0005407,Other,psychiatric disorder|nervous system disease
EFO_0009562,Other,nervous system disease|phenotype
HP_0002121,Other,phenotype
HP_0002381,Other,phenotype
MONDO_0008728,CVRM,"reproductive system or breast disease|endocrine system disease|nutritional or metabolic disease|genetic, familial or congenital disease"
EFO_0008586,CVRM,cardiovascular disease
EFO_0009549,Other,reproductive system or breast disease
EFO_1000478,CVRM,endocrine system disease|reproductive system or breast disease|cancer or benign tumor|nervous system disease|musculoskeletal or connective tissue disease
EFO_1001482,CVRM,"cardiovascular disease|injury, poisoning or other complication"
EFO_0003948,Rare Disease,"gastrointestinal disease|genetic, familial or congenital disease"
EFO_1001207,CVRM,cardiovascular disease|phenotype
EFO_1000081,Oncology,gastrointestinal disease|cancer or benign tumor
EFO_0003822,Other,phenotype
HP_0002039,Other,phenotype
EFO_0007135,Other,musculoskeletal or connective tissue disease|phenotype
MONDO_0004169,Other,reproductive system or breast disease
Orphanet_247,CVRM,"cardiovascular disease|genetic, familial or congenital disease"
EFO_0000769,Other,infectious disease
EFO_0000772,Other,infectious disease
EFO_0001423,Other,nervous system disease
EFO_1001161,CVRM,cardiovascular disease
HP_0002196,Other,phenotype
HP_0002960,Other,phenotype
MONDO_0017278,CVRM,endocrine system disease|immune system disease
MONDO_0020640,Immunology,nervous system disease|immune system disease
MONDO_0044887,Immunology,"hematologic disease|immune system disease|nervous system disease|infectious disease|cancer or benign tumor|genetic, familial or congenital disease"
MONDO_0007068,Rare Disease,"nutritional or metabolic disease|genetic, familial or congenital disease"
MONDO_0010520,Rare Disease,"genetic, familial or congenital disease|urinary system disease"
HP_0004322,Other,phenotype
EFO_1001103,CVRM,"pregnancy or perinatal disease|cardiovascular disease|genetic, familial or congenital disease|respiratory or thoracic disease|phenotype"
EFO_1001935,Immunology,"hematologic disease|immune system disease|cancer or benign tumor|genetic, familial or congenital disease"
MONDO_0003541,Rare Disease,"hematologic disease|genetic, familial or congenital disease|cancer or benign tumor"
MONDO_0008876,Rare Disease,"hematologic disease|genetic, familial or congenital disease|integumentary system disease"
EFO_1000069,CVRM,endocrine system disease|musculoskeletal or connective tissue disease|reproductive system or breast disease|nervous system disease|cancer or benign tumor
HP_0001945,Other,phenotype
MONDO_0001314,Other,nutritional or metabolic disease|musculoskeletal or connective tissue disease|phenotype
EFO_1001164,Other,musculoskeletal or connective tissue disease
MONDO_0008310,Rare Disease,"genetic, familial or congenital disease|musculoskeletal or connective tissue disease|phenotype"
EFO_0004994,Rare Disease,"genetic, familial or congenital disease|musculoskeletal or connective tissue disease"
EFO_0022932,Other,medical procedure
EFO_1001378,Other,musculoskeletal or connective tissue disease
EFO_1000704,Other,integumentary system disease
EFO_1001478,Other,phenotype
MONDO_0002547,Oncology,nervous system disease|cancer or benign tumor
EFO_1000988,Other,phenotype
EFO_1001062,CVRM,endocrine system disease|phenotype
MONDO_0000481,Other,nervous system disease
EFO_0005772,Other,nervous system disease
EFO_1000238,Oncology,cancer or benign tumor|reproductive system or breast disease
EFO_0009386,Other,nervous system disease
HP_0001082,Other,phenotype
MONDO_0018570,Rare Disease,"genetic, familial or congenital disease|nutritional or metabolic disease"
MONDO_0002540,Oncology,cancer or benign tumor|nervous system disease
MONDO_0021310,Oncology,cancer or benign tumor
MONDO_0021633,Oncology,nervous system disease|cancer or benign tumor
EFO_1001412,Other,phenotype
HP_0000975,Other,phenotype
EFO_0004152,Other,nervous system disease|phenotype
HP_0100660,Other,phenotype
EFO_1001006,CVRM,"endocrine system disease|genetic, familial or congenital disease|reproductive system or breast disease"
HP_0000771,Other,phenotype
MONDO_0019499,Rare Disease,"genetic, familial or congenital disease|endocrine system disease|reproductive system or breast disease|phenotype"
EFO_1000668,Immunology,immune system disease|integumentary system disease
EFO_0005422,Other,biological_process
EFO_0008590,Respiratory,phenotype|respiratory or thoracic disease
MONDO_0001347,Rare Disease,"nervous system disease|genetic, familial or congenital disease|musculoskeletal or connective tissue disease|phenotype"
Orphanet_590,Rare Disease,"disorder of visual system|genetic, familial or congenital disease|musculoskeletal or connective tissue disease"
MONDO_0002959,Other,nervous system disease
MONDO_0000432,Immunology,"hematologic disease|immune system disease|genetic, familial or congenital disease|cancer or benign tumor"
EFO_0005799,Other,psychiatric disorder|nervous system disease
HP_0031284,Other,phenotype
MONDO_0009735,Rare Disease,"disorder of visual system|integumentary system disease|genetic, familial or congenital disease|immune system disease|hematologic disease"
EFO_0008008,Other,phenotype
EFO_0008560,Other,reproductive system or breast disease|phenotype
HP_0002153,Other,phenotype
HP_0002647,Other,phenotype
MONDO_0008737,Other,hematologic disease
EFO_0010580,Oncology,"integumentary system disease|hematologic disease|cancer or benign tumor|genetic, familial or congenital disease"
MONDO_0002040,Other,integumentary system disease|infectious disease
MONDO_0017778,Rare Disease,"disorder of visual system|integumentary system disease|genetic, familial or congenital disease"
HP_0040187,Other,phenotype
HP_0200023,Other,phenotype
MONDO_0007374,Rare Disease,"genetic, familial or congenital disease|disorder of visual system"
MONDO_0021023,Rare Disease,"genetic, familial or congenital disease|endocrine system disease|reproductive system or breast disease"
EFO_0005773,Rare Disease,"nervous system disease|genetic, familial or congenital disease|disorder of visual system"
EFO_1001417,Respiratory,respiratory or thoracic disease|immune system disease
MONDO_0018097,Other,nervous system disease
EFO_0000478,Oncology,gastrointestinal disease|cancer or benign tumor
EFO_0007456,Oncology,gastrointestinal disease|cancer or benign tumor
EFO_1000123,Oncology,gastrointestinal disease|cancer or benign tumor|endocrine system disease
EFO_1001956,CVRM,gastrointestinal disease|endocrine system disease|cancer or benign tumor
EFO_1001959,CVRM,gastrointestinal disease|endocrine system disease|cancer or benign tumor
MONDO_0002165,Oncology,gastrointestinal disease|cancer or benign tumor
MONDO_0002516,Oncology,gastrointestinal disease|cancer or benign tumor
HP_0001298,Other,phenotype
EFO_0003757,Other,psychiatric disorder|nervous system disease
HP_0002013,Other,phenotype
MONDO_0000914,CVRM,"cardiovascular disease|genetic, familial or congenital disease"
MONDO_0024355,Respiratory,infectious disease|respiratory or thoracic disease
EFO_0004777,Other,psychiatric disorder|nervous system disease
EFO_1000096,Other,biological_process
MONDO_0004782,Other,urinary system disease
MONDO_0007450,CVRM,"endocrine system disease|nervous system disease|urinary system disease|genetic, familial or congenital disease|reproductive system or breast disease"
EFO_1001254,Other,nervous system disease
MONDO_0010797,Rare Disease,"genetic, familial or congenital disease"
MONDO_0000723,Rare Disease,"nervous system disease|genetic, familial or congenital disease|psychiatric disorder"
MONDO_0010298,Rare Disease,"nutritional or metabolic disease|genetic, familial or congenital disease"
EFO_0004286,CVRM,cardiovascular disease
EFO_0005539,CVRM,endocrine system disease
EFO_0009538,Immunology,"nervous system disease|immune system disease|genetic, familial or congenital disease|phenotype"
MONDO_0019740,Immunology,immune system disease|hematologic disease|phenotype
EFO_0008496,Other,phenotype
Orphanet_240071,Rare Disease,"psychiatric disorder|nervous system disease|disorder of visual system|genetic, familial or congenital disease"
EFO_0010682,Other,medical procedure
EFO_1002009,Other,nervous system disease|disorder of visual system
MONDO_0001751,Other,gastrointestinal disease|phenotype
MONDO_0019402,CVRM,"endocrine system disease|hematologic disease|genetic, familial or congenital disease|phenotype"
EFO_0009446,Other,phenotype
MONDO_0003002,Oncology,cancer or benign tumor
EFO_0002921,Oncology,cancer or benign tumor|reproductive system or breast disease
EFO_0003851,Oncology,nervous system disease|cancer or benign tumor
EFO_1000172,Oncology,cancer or benign tumor|reproductive system or breast disease
EFO_1000431,CVRM,endocrine system disease|cancer or benign tumor|reproductive system or breast disease
EFO_1000432,Oncology,cancer or benign tumor|endocrine system disease|reproductive system or breast disease
EFO_1000531,Oncology,integumentary system disease|cancer or benign tumor
EFO_1000600,Respiratory,respiratory or thoracic disease|cancer or benign tumor
EFO_1001931,Respiratory,gastrointestinal disease|respiratory or thoracic disease|cancer or benign tumor
MONDO_0003865,Oncology,integumentary system disease|cancer or benign tumor
MONDO_0004379,Oncology,integumentary system disease|reproductive system or breast disease|cancer or benign tumor
MONDO_0018079,Immunology,immune system disease|endocrine system disease|hematologic disease|cancer or benign tumor
MONDO_0018352,Oncology,cancer or benign tumor|reproductive system or breast disease
MONDO_0020657,Oncology,infectious disease|cancer or benign tumor
MONDO_0021358,Respiratory,respiratory or thoracic disease|cancer or benign tumor
MONDO_0044785,Oncology,integumentary system disease|cancer or benign tumor
EFO_0003896,Other,phenotype
HP_0000011,Other,urinary system disease|phenotype
EFO_1001340,Other,phenotype
EFO_1002000,CVRM,cardiovascular disease|musculoskeletal or connective tissue disease
HP_0001920,Other,phenotype
MONDO_0010788,Rare Disease,"disorder of visual system|nervous system disease|genetic, familial or congenital disease|cardiovascular disease|nutritional or metabolic disease|musculoskeletal or connective tissue disease|phenotype"
HP_0002653,Other,phenotype
EFO_0005755,Other,musculoskeletal or connective tissue disease
MONDO_0002102,Other,gastrointestinal disease|phenotype
MONDO_0015270,Rare Disease,"genetic, familial or congenital disease|nutritional or metabolic disease"
MONDO_0024474,Oncology,cancer or benign tumor
EFO_0010582,Other,nervous system disease
EFO_1001054,Other,musculoskeletal or connective tissue disease|phenotype
HP_0200134,Other,phenotype
MONDO_0016244,Immunology,"hematologic disease|immune system disease|genetic, familial or congenital disease"
EFO_0009314,Other,hematologic disease
EFO_0004593,CVRM,pregnancy or perinatal disease|endocrine system disease|nutritional or metabolic disease|phenotype
GO_0042593,Other,biological_process
MONDO_0008627,Oncology,urinary system disease|cancer or benign tumor
MONDO_0044923,Immunology,hematologic disease|immune system disease|cancer or benign tumor|musculoskeletal or connective tissue disease
MONDO_0019313,CVRM,"cardiovascular disease|genetic, familial or congenital disease|hematologic disease|integumentary system disease|immune system disease|phenotype"
EFO_0002546,Other,phenotype
EFO_0007369,Immunology,immune system disease
EFO_0009482,Immunology,immune system disease
EFO_1000685,Other,integumentary system disease
EFO_1001463,Other,gastrointestinal disease
Orphanet_2314,Immunology,"immune system disease|genetic, familial or congenital disease"
MONDO_0100244,Other,urinary system disease|nutritional or metabolic disease|hematologic disease|phenotype
HP_0002894,Other,phenotype
EFO_0007214,Respiratory,gastrointestinal disease|infectious disease|respiratory or thoracic disease
GO_0030073,Other,biological_process
HP_0003074,Other,phenotype
EFO_0004775,Other,integumentary system disease
EFO_0007527,Other,nervous system disease|infectious disease
EFO_0008997,Other,musculoskeletal or connective tissue disease|phenotype
MONDO_0020122,Immunology,immune system disease|musculoskeletal or connective tissue disease|phenotype
MONDO_0008297,CVRM,"endocrine system disease|gastrointestinal disease|integumentary system disease|genetic, familial or congenital disease|nutritional or metabolic disease"
MONDO_0009902,Rare Disease,"genetic, familial or congenital disease|hematologic disease|integumentary system disease|nutritional or metabolic disease|phenotype"
MONDO_0019600,Rare Disease,"integumentary system disease|genetic, familial or congenital disease|nutritional or metabolic disease"
EFO_1000986,Other,disorder of visual system|phenotype
EFO_1001119,Other,disorder of visual system|phenotype
